"chart","year","rank","title","artist","image"
"hot-100-labels","2013","5","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2013","6","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2013","7","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2013","8","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2013","9","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2013","10","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","2","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","3","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","4","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","5","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","6","","Def Jam","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","7","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","8","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","9","","ROADRUNNER PROMOTIONS","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2014","10","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","2","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","3","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","4","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","5","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","6","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","7","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","8","","300","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","9","","Def Jam","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2015","10","","ROADRUNNER RECORDS PROMOTIONS","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","2","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","3","","Def Jam","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","4","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","5","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","6","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","7","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","8","","ROADRUNNER RECORDS PROMOTIONS","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","9","","Roc Nation","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2016","10","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","2","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","3","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","4","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","5","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","6","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","7","","Def Jam","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","8","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","9","","300","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2017","10","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","2","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","3","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","4","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","5","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","6","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","7","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","8","","Def Jam","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","9","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2018","10","","Big Machine Label Group","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","1","","Republic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","2","","Interscope","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","3","","Atlantic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","4","","Capitol","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","5","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","6","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","7","","Epic","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","8","","300","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","9","","Warner","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-labels","2019","10","","Elektra Music Group","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-100-producers","2011","1","","T","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","2","","StarGate (Tor Erik Hermansen & Mikkel Storleer Eriksen)","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","3","","Martin Karl ""Max Martin"" Sandberg","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","4","","Lukasz ""Dr. Luke"" Sebastian Gottwald","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","5","","Sandy ""Vee"" Wilhelm","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","6","","Johan Karl ""Shellback"" Schuster","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","7","","Benjamin ""benny blanco"" Joseph Levin","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","8","","Party Rock (RedFoo & GoonRock)","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","9","","Paul Epworth","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","10","","Nick ""AfroJack"" L. van de Wall","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","11","","Nadir ""RedOne"" Khayat","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","12","","Paul Worley","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","13","","Michael Knox","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","14","","Emanuel ""Eman"" Kiriakou","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","15","","The Cataracs","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","16","","Alexander ""Alex Da Kid"" Grant","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","17","","Tyler ""T-Minus"" Williams","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","18","","Justin ""DJ Frank E"" Franks","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","19","","Kane Beatz","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","20","","Frank Rogers","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","21","","Scott Hendricks","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","22","","Mark Derek Foster","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","23","","Stefani Gabriella ""Lady Gaga"" Germanotta","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","24","","Kanye Omari West","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2011","25","","DJ Ammo","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","1","","Johan Karl ""Shellback"" Schuster","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","2","","Lukasz ""Dr. Luke"" Sebastian Gottwald","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","3","","Richard Adam ""Calvin Harris"" Wiles","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","4","","Henry ""Cirkut"" Russell Walter","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","5","","Walter ""Wally"" ""Gotye"" de Backer","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","6","","Benjamin ""benny blanco"" Joseph Levin","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","7","","Greg Kurstin","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","8","","Jeffrey ""Jeff"" Bhasker","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","9","","Party Rock (RedFoo & GoonRock)","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","10","","Josh Ramsay","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","11","","Martin Karl ""Max Martin"" Sandberg","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","12","","Tyler ""T-Minus"" Williams","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","13","","T","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","14","","Stephen ""Steve"" Patrick Mackey","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","15","","Dann Huff","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","16","","Carl Falk","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","17","","Fraser T. ""Bipolar Sunshine"" Smith","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","18","","Jay Joyce","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-100-producers","2012","19","","Ryan B.""Alias"" Tedder","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
